Parameter	Value
baseline_w	1.2550860386025349
A1	117.55982571942707
mu1	6.827719116233663
sigma1	0.03319650079712371
peak_x1	923.0829645659818
A2	115.03168514017487
mu2	6.8963087557542915
sigma2	0.02979607047460759
peak_x2	988.6187389733811
