Parameter	Value
baseline_w	5.604163180196433
A1	325.25846785051095
mu1	6.828953217658606
sigma1	0.02219115534456273
peak_x1	924.222845787743
A2	416.50679414568896
mu2	6.8898513137213
sigma2	0.031199193566787038
peak_x2	982.2553584660781
