Parameter	Value
baseline_w	6.238926068272926e-32
A1	45.493423236745315
mu1	6.847860771333939
sigma1	0.027539075953617934
peak_x1	941.8638877802017
A2	42.28838880719082
mu2	6.906739856261978
sigma2	0.02588208862067553
peak_x2	998.9850926470377
