Parameter	Value
baseline_w	1.4216282417172075
A1	167.47400487459288
mu1	6.834069763854561
sigma1	0.02006419694733865
peak_x1	928.9637929684199
A2	218.91862208400886
mu2	6.8909944241926935
sigma2	0.029193396937689374
peak_x2	983.3788268538259
