Parameter	Value
baseline_w	3.0433095101143714e-25
A1	13.125920280700726
mu1	6.909153822004247
sigma1	0.019059548139440857
peak_x1	1001.3995214394685
A2	20.96550302380326
mu2	6.835441855871651
sigma2	0.037782018954469566
peak_x2	930.2392916235702
