Parameter	Value
baseline_w	1.6065001866199835
A1	28.882772769616892
mu1	6.886904289115097
sigma1	0.03261164191678962
peak_x1	979.3648889894052
A2	28.74892062547638
mu2	6.81768532905558
sigma2	0.02723662223556731
peak_x2	913.8672580878173
