Parameter	Value
baseline_w	0.2530933114684336
A1	29.835956290393415
mu1	6.904670698626169
sigma1	0.027604432683006497
peak_x1	996.9201720743445
A2	37.68974536214677
mu2	6.8286788636063696
sigma2	0.036702073504291485
peak_x2	923.969316284845
