Parameter	Value
baseline_w	3.8871242274309284e-07
A1	3.040493973555973
mu1	6.77791007228743
sigma1	0.07537318274330189
peak_x1	878.2313647352267
A2	2.403842239721678
mu2	6.869036261038134
sigma2	0.03776491759186056
peak_x2	962.0209818070847
