Parameter	Value
baseline_w	2.313240800331504
A1	169.61800557034653
mu1	6.891193861314722
sigma1	0.029161712133082572
peak_x1	983.5749686552456
A2	158.16540565210838
mu2	6.828865833036994
sigma2	0.021865036242451077
peak_x2	924.1420864526916
