Parameter	Value
baseline_w	2.407876130953398
A1	71.39099761828903
mu1	6.889558258590132
sigma1	0.03278822432160428
peak_x1	981.9675456677307
A2	70.42110531018167
mu2	6.817768639473538
sigma2	0.028678042038350015
peak_x2	913.9433959225402
