Parameter	Value
baseline_w	1.5021190857561617
A1	36.74829767718527
mu1	6.885702598631785
sigma1	0.03422079927201866
peak_x1	978.188702370291
A2	34.78023080008451
mu2	6.815330363221508
sigma2	0.026823751353459588
peak_x2	911.7176640218811
